target,feature_group,fold,model,candidate,rmse,mae,directional_accuracy,rows
ITMG.JK,E3,fold3,zero_return_naive,,0.02569605960013185,0.01865717503035267,0.036585365853658534,246
ITMG.JK,E3,fold3,xgboost,depth2_lr005,0.02552148478506272,0.01874175965659124,0.5121951219512195,246
ITMG.JK,E3,fold3,xgboost,depth3_lr003,0.025605607000076393,0.018749576297023948,0.524390243902439,246
ITMG.JK,E3,fold1,gru,lookback5_hidden16,0.033158872484211295,0.023232673103622863,0.5330578512396694,242
ITMG.JK,E3,fold2,gru,lookback5_hidden16,0.028872622777951683,0.021100215775032457,0.5020242914979757,247
ITMG.JK,E3,fold3,gru,lookback5_hidden16,0.0256358044990765,0.018564030386808487,0.5203252032520326,246
ITMG.JK,E3,fold1,gru,lookback10_hidden32,0.032841439491505434,0.0229846286341598,0.5289256198347108,242
ITMG.JK,E3,fold2,gru,lookback10_hidden32,0.028942204276395857,0.021161539506012583,0.4898785425101215,247
ITMG.JK,E3,fold3,gru,lookback10_hidden32,0.025521597896576004,0.018610408153655614,0.5121951219512195,246
ITMG.JK,E3,fold1,transformer,lookback5_d16_heads2_ff32,0.03307566412204395,0.023383459654273003,0.49586776859504134,242
ITMG.JK,E3,fold2,transformer,lookback5_d16_heads2_ff32,0.028911407891093654,0.02120219206961573,0.4817813765182186,247
ITMG.JK,E3,fold3,transformer,lookback5_d16_heads2_ff32,0.025482758251686777,0.01877304094647648,0.5487804878048781,246
ITMG.JK,E3,fold1,transformer,lookback10_d32_heads4_ff64,0.03291116038613554,0.023519617273984092,0.512396694214876,242
ITMG.JK,E3,fold2,transformer,lookback10_d32_heads4_ff64,0.02935250627615042,0.021191510119944856,0.5060728744939271,247
ITMG.JK,E3,fold3,transformer,lookback10_d32_heads4_ff64,0.02570772577139875,0.019005180090453808,0.5121951219512195,246
